Time,UTC time,Year,Month,Day,Day of week text),Day of year,Hours,Min,Seconds,Time of the day hhminsec,Mins since midnight,Sensor nr,Long (deg),Lat (deg),Altitude (m),Traffic Flow (cars/min)
1663426409,2022-09-17T14:53:29,2022,9,17,Sa,260,15,53,29,155329,953,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1663426710,2022-09-17T14:58:30,2022,9,17,Sa,260,15,58,30,155830,958,[SCC]1YMD2,-1.48421975,53.38098528,103.438,21.6
1663427009,2022-09-17T15:03:29,2022,9,17,Sa,260,16,3,29,160329,963,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663427309,2022-09-17T15:08:29,2022,9,17,Sa,260,16,8,29,160829,968,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1663427609,2022-09-17T15:13:29,2022,9,17,Sa,260,16,13,29,161329,973,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663427909,2022-09-17T15:18:29,2022,9,17,Sa,260,16,18,29,161829,978,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663428209,2022-09-17T15:23:29,2022,9,17,Sa,260,16,23,29,162329,983,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1663428509,2022-09-17T15:28:29,2022,9,17,Sa,260,16,28,29,162829,988,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663428809,2022-09-17T15:33:29,2022,9,17,Sa,260,16,33,29,163329,993,[SCC]1YMD2,-1.48421975,53.38098528,103.438,20.8
1663429109,2022-09-17T15:38:29,2022,9,17,Sa,260,16,38,29,163829,998,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663429409,2022-09-17T15:43:29,2022,9,17,Sa,260,16,43,29,164329,1003,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663429708,2022-09-17T15:48:28,2022,9,17,Sa,260,16,48,28,164828,1008,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663430008,2022-09-17T15:53:28,2022,9,17,Sa,260,16,53,28,165328,1013,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1663430309,2022-09-17T15:58:29,2022,9,17,Sa,260,16,58,29,165829,1018,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663430608,2022-09-17T16:03:28,2022,9,17,Sa,260,17,3,28,170328,1023,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663430908,2022-09-17T16:08:28,2022,9,17,Sa,260,17,8,28,170828,1028,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1663431208,2022-09-17T16:13:28,2022,9,17,Sa,260,17,13,28,171328,1033,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663431508,2022-09-17T16:18:28,2022,9,17,Sa,260,17,18,28,171828,1038,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663431809,2022-09-17T16:23:29,2022,9,17,Sa,260,17,23,29,172329,1043,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1663432108,2022-09-17T16:28:28,2022,9,17,Sa,260,17,28,28,172828,1048,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663432408,2022-09-17T16:33:28,2022,9,17,Sa,260,17,33,28,173328,1053,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663432708,2022-09-17T16:38:28,2022,9,17,Sa,260,17,38,28,173828,1058,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1663433008,2022-09-17T16:43:28,2022,9,17,Sa,260,17,43,28,174328,1063,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663433308,2022-09-17T16:48:28,2022,9,17,Sa,260,17,48,28,174828,1068,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663433608,2022-09-17T16:53:28,2022,9,17,Sa,260,17,53,28,175328,1073,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663433911,2022-09-17T16:58:31,2022,9,17,Sa,260,17,58,31,175831,1078,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1663434209,2022-09-17T17:03:29,2022,9,17,Sa,260,18,3,29,180329,1083,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663434508,2022-09-17T17:08:28,2022,9,17,Sa,260,18,8,28,180828,1088,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663434808,2022-09-17T17:13:28,2022,9,17,Sa,260,18,13,28,181328,1093,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663435109,2022-09-17T17:18:29,2022,9,17,Sa,260,18,18,29,181829,1098,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663435408,2022-09-17T17:23:28,2022,9,17,Sa,260,18,23,28,182328,1103,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663435709,2022-09-17T17:28:29,2022,9,17,Sa,260,18,28,29,182829,1108,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663436009,2022-09-17T17:33:29,2022,9,17,Sa,260,18,33,29,183329,1113,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1663436308,2022-09-17T17:38:28,2022,9,17,Sa,260,18,38,28,183828,1118,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1663436609,2022-09-17T17:43:29,2022,9,17,Sa,260,18,43,29,184329,1123,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663436908,2022-09-17T17:48:28,2022,9,17,Sa,260,18,48,28,184828,1128,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663437208,2022-09-17T17:53:28,2022,9,17,Sa,260,18,53,28,185328,1133,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1663437510,2022-09-17T17:58:30,2022,9,17,Sa,260,18,58,30,185830,1138,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663437808,2022-09-17T18:03:28,2022,9,17,Sa,260,19,3,28,190328,1143,[SCC]1YMD2,-1.48421975,53.38098528,103.438,20
1663438108,2022-09-17T18:08:28,2022,9,17,Sa,260,19,8,28,190828,1148,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663438408,2022-09-17T18:13:28,2022,9,17,Sa,260,19,13,28,191328,1153,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663438708,2022-09-17T18:18:28,2022,9,17,Sa,260,19,18,28,191828,1158,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663439008,2022-09-17T18:23:28,2022,9,17,Sa,260,19,23,28,192328,1163,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663439308,2022-09-17T18:28:28,2022,9,17,Sa,260,19,28,28,192828,1168,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663439608,2022-09-17T18:33:28,2022,9,17,Sa,260,19,33,28,193328,1173,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663439908,2022-09-17T18:38:28,2022,9,17,Sa,260,19,38,28,193828,1178,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663440208,2022-09-17T18:43:28,2022,9,17,Sa,260,19,43,28,194328,1183,[SCC]1YMD2,-1.48421975,53.38098528,103.438,20
1663440508,2022-09-17T18:48:28,2022,9,17,Sa,260,19,48,28,194828,1188,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663440808,2022-09-17T18:53:28,2022,9,17,Sa,260,19,53,28,195328,1193,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1663441110,2022-09-17T18:58:30,2022,9,17,Sa,260,19,58,30,195830,1198,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663441408,2022-09-17T19:03:28,2022,9,17,Sa,260,20,3,28,200328,1203,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663441708,2022-09-17T19:08:28,2022,9,17,Sa,260,20,8,28,200828,1208,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1663442008,2022-09-17T19:13:28,2022,9,17,Sa,260,20,13,28,201328,1213,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663442308,2022-09-17T19:18:28,2022,9,17,Sa,260,20,18,28,201828,1218,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663442608,2022-09-17T19:23:28,2022,9,17,Sa,260,20,23,28,202328,1223,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1663442908,2022-09-17T19:28:28,2022,9,17,Sa,260,20,28,28,202828,1228,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663443208,2022-09-17T19:33:28,2022,9,17,Sa,260,20,33,28,203328,1233,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663443508,2022-09-17T19:38:28,2022,9,17,Sa,260,20,38,28,203828,1238,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1663443808,2022-09-17T19:43:28,2022,9,17,Sa,260,20,43,28,204328,1243,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1663444108,2022-09-17T19:48:28,2022,9,17,Sa,260,20,48,28,204828,1248,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663444408,2022-09-17T19:53:28,2022,9,17,Sa,260,20,53,28,205328,1253,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1663444709,2022-09-17T19:58:29,2022,9,17,Sa,260,20,58,29,205829,1258,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663445008,2022-09-17T20:03:28,2022,9,17,Sa,260,21,3,28,210328,1263,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1663445308,2022-09-17T20:08:28,2022,9,17,Sa,260,21,8,28,210828,1268,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1663445608,2022-09-17T20:13:28,2022,9,17,Sa,260,21,13,28,211328,1273,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663445908,2022-09-17T20:18:28,2022,9,17,Sa,260,21,18,28,211828,1278,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663446208,2022-09-17T20:23:28,2022,9,17,Sa,260,21,23,28,212328,1283,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663446508,2022-09-17T20:28:28,2022,9,17,Sa,260,21,28,28,212828,1288,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663446808,2022-09-17T20:33:28,2022,9,17,Sa,260,21,33,28,213328,1293,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663447108,2022-09-17T20:38:28,2022,9,17,Sa,260,21,38,28,213828,1298,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663447408,2022-09-17T20:43:28,2022,9,17,Sa,260,21,43,28,214328,1303,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663447708,2022-09-17T20:48:28,2022,9,17,Sa,260,21,48,28,214828,1308,[SCC]1YMD2,-1.48421975,53.38098528,103.438,9.6
1663448008,2022-09-17T20:53:28,2022,9,17,Sa,260,21,53,28,215328,1313,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663448309,2022-09-17T20:58:29,2022,9,17,Sa,260,21,58,29,215829,1318,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1663448608,2022-09-17T21:03:28,2022,9,17,Sa,260,22,3,28,220328,1323,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663448908,2022-09-17T21:08:28,2022,9,17,Sa,260,22,8,28,220828,1328,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663449208,2022-09-17T21:13:28,2022,9,17,Sa,260,22,13,28,221328,1333,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663449508,2022-09-17T21:18:28,2022,9,17,Sa,260,22,18,28,221828,1338,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663449808,2022-09-17T21:23:28,2022,9,17,Sa,260,22,23,28,222328,1343,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663450108,2022-09-17T21:28:28,2022,9,17,Sa,260,22,28,28,222828,1348,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663450408,2022-09-17T21:33:28,2022,9,17,Sa,260,22,33,28,223328,1353,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663450708,2022-09-17T21:38:28,2022,9,17,Sa,260,22,38,28,223828,1358,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663451008,2022-09-17T21:43:28,2022,9,17,Sa,260,22,43,28,224328,1363,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1663451308,2022-09-17T21:48:28,2022,9,17,Sa,260,22,48,28,224828,1368,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663451608,2022-09-17T21:53:28,2022,9,17,Sa,260,22,53,28,225328,1373,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663451909,2022-09-17T21:58:29,2022,9,17,Sa,260,22,58,29,225829,1378,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1663452208,2022-09-17T22:03:28,2022,9,17,Sa,260,23,3,28,230328,1383,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663452508,2022-09-17T22:08:28,2022,9,17,Sa,260,23,8,28,230828,1388,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1663452808,2022-09-17T22:13:28,2022,9,17,Sa,260,23,13,28,231328,1393,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663453108,2022-09-17T22:18:28,2022,9,17,Sa,260,23,18,28,231828,1398,[SCC]1YMD2,-1.48421975,53.38098528,103.438,9.6
1663453408,2022-09-17T22:23:28,2022,9,17,Sa,260,23,23,28,232328,1403,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1663453709,2022-09-17T22:28:29,2022,9,17,Sa,260,23,28,29,232829,1408,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1663454008,2022-09-17T22:33:28,2022,9,17,Sa,260,23,33,28,233328,1413,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1663454308,2022-09-17T22:38:28,2022,9,17,Sa,260,23,38,28,233828,1418,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1663454608,2022-09-17T22:43:28,2022,9,17,Sa,260,23,43,28,234328,1423,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1663454908,2022-09-17T22:48:28,2022,9,17,Sa,260,23,48,28,234828,1428,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1663455208,2022-09-17T22:53:28,2022,9,17,Sa,260,23,53,28,235328,1433,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663455518,2022-09-17T22:58:38,2022,9,17,Sa,260,23,58,38,235838,1438,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1663456108,2022-09-17T23:08:28,2022,9,18,Su,261,0,8,28,828,8,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1663456407,2022-09-17T23:13:27,2022,9,18,Su,261,0,13,27,1327,13,[SCC]1YMD2,-1.48421975,53.38098528,103.438,9.6
1663456707,2022-09-17T23:18:27,2022,9,18,Su,261,0,18,27,1827,18,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663457007,2022-09-17T23:23:27,2022,9,18,Su,261,0,23,27,2327,23,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1663457307,2022-09-17T23:28:27,2022,9,18,Su,261,0,28,27,2827,28,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1663457607,2022-09-17T23:33:27,2022,9,18,Su,261,0,33,27,3327,33,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663457907,2022-09-17T23:38:27,2022,9,18,Su,261,0,38,27,3827,38,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1663458207,2022-09-17T23:43:27,2022,9,18,Su,261,0,43,27,4327,43,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1663458508,2022-09-17T23:48:28,2022,9,18,Su,261,0,48,28,4828,48,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1663458808,2022-09-17T23:53:28,2022,9,18,Su,261,0,53,28,5328,53,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1663459108,2022-09-17T23:58:28,2022,9,18,Su,261,0,58,28,5828,58,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1663459408,2022-09-18T00:03:28,2022,9,18,Su,261,1,3,28,10328,63,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663459707,2022-09-18T00:08:27,2022,9,18,Su,261,1,8,27,10827,68,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663460007,2022-09-18T00:13:27,2022,9,18,Su,261,1,13,27,11327,73,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663460308,2022-09-18T00:18:28,2022,9,18,Su,261,1,18,28,11828,78,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663460608,2022-09-18T00:23:28,2022,9,18,Su,261,1,23,28,12328,83,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663460908,2022-09-18T00:28:28,2022,9,18,Su,261,1,28,28,12828,88,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663461207,2022-09-18T00:33:27,2022,9,18,Su,261,1,33,27,13327,93,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663461507,2022-09-18T00:38:27,2022,9,18,Su,261,1,38,27,13827,98,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663461807,2022-09-18T00:43:27,2022,9,18,Su,261,1,43,27,14327,103,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663462107,2022-09-18T00:48:27,2022,9,18,Su,261,1,48,27,14827,108,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663462407,2022-09-18T00:53:27,2022,9,18,Su,261,1,53,27,15327,113,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1663462708,2022-09-18T00:58:28,2022,9,18,Su,261,1,58,28,15828,118,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663463007,2022-09-18T01:03:27,2022,9,18,Su,261,2,3,27,20327,123,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663463308,2022-09-18T01:08:28,2022,9,18,Su,261,2,8,28,20828,128,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663463608,2022-09-18T01:13:28,2022,9,18,Su,261,2,13,28,21328,133,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663463907,2022-09-18T01:18:27,2022,9,18,Su,261,2,18,27,21827,138,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663464207,2022-09-18T01:23:27,2022,9,18,Su,261,2,23,27,22327,143,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663464507,2022-09-18T01:28:27,2022,9,18,Su,261,2,28,27,22827,148,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663464808,2022-09-18T01:33:28,2022,9,18,Su,261,2,33,28,23328,153,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663465108,2022-09-18T01:38:28,2022,9,18,Su,261,2,38,28,23828,158,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663465407,2022-09-18T01:43:27,2022,9,18,Su,261,2,43,27,24327,163,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1663465708,2022-09-18T01:48:28,2022,9,18,Su,261,2,48,28,24828,168,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663466008,2022-09-18T01:53:28,2022,9,18,Su,261,2,53,28,25328,173,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1663466308,2022-09-18T01:58:28,2022,9,18,Su,261,2,58,28,25828,178,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663466608,2022-09-18T02:03:28,2022,9,18,Su,261,3,3,28,30328,183,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663466908,2022-09-18T02:08:28,2022,9,18,Su,261,3,8,28,30828,188,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663467208,2022-09-18T02:13:28,2022,9,18,Su,261,3,13,28,31328,193,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663467508,2022-09-18T02:18:28,2022,9,18,Su,261,3,18,28,31828,198,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663467808,2022-09-18T02:23:28,2022,9,18,Su,261,3,23,28,32328,203,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663468108,2022-09-18T02:28:28,2022,9,18,Su,261,3,28,28,32828,208,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663468408,2022-09-18T02:33:28,2022,9,18,Su,261,3,33,28,33328,213,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663468708,2022-09-18T02:38:28,2022,9,18,Su,261,3,38,28,33828,218,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663469008,2022-09-18T02:43:28,2022,9,18,Su,261,3,43,28,34328,223,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663469308,2022-09-18T02:48:28,2022,9,18,Su,261,3,48,28,34828,228,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663469608,2022-09-18T02:53:28,2022,9,18,Su,261,3,53,28,35328,233,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663469908,2022-09-18T02:58:28,2022,9,18,Su,261,3,58,28,35828,238,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663470208,2022-09-18T03:03:28,2022,9,18,Su,261,4,3,28,40328,243,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663470508,2022-09-18T03:08:28,2022,9,18,Su,261,4,8,28,40828,248,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663470808,2022-09-18T03:13:28,2022,9,18,Su,261,4,13,28,41328,253,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663471108,2022-09-18T03:18:28,2022,9,18,Su,261,4,18,28,41828,258,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663471408,2022-09-18T03:23:28,2022,9,18,Su,261,4,23,28,42328,263,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663471708,2022-09-18T03:28:28,2022,9,18,Su,261,4,28,28,42828,268,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663472008,2022-09-18T03:33:28,2022,9,18,Su,261,4,33,28,43328,273,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663472308,2022-09-18T03:38:28,2022,9,18,Su,261,4,38,28,43828,278,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1663472608,2022-09-18T03:43:28,2022,9,18,Su,261,4,43,28,44328,283,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663472908,2022-09-18T03:48:28,2022,9,18,Su,261,4,48,28,44828,288,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663473208,2022-09-18T03:53:28,2022,9,18,Su,261,4,53,28,45328,293,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663473508,2022-09-18T03:58:28,2022,9,18,Su,261,4,58,28,45828,298,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1663473808,2022-09-18T04:03:28,2022,9,18,Su,261,5,3,28,50328,303,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663474108,2022-09-18T04:08:28,2022,9,18,Su,261,5,8,28,50828,308,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663474408,2022-09-18T04:13:28,2022,9,18,Su,261,5,13,28,51328,313,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663474708,2022-09-18T04:18:28,2022,9,18,Su,261,5,18,28,51828,318,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663475008,2022-09-18T04:23:28,2022,9,18,Su,261,5,23,28,52328,323,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663475308,2022-09-18T04:28:28,2022,9,18,Su,261,5,28,28,52828,328,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663475608,2022-09-18T04:33:28,2022,9,18,Su,261,5,33,28,53328,333,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1663475908,2022-09-18T04:38:28,2022,9,18,Su,261,5,38,28,53828,338,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663476208,2022-09-18T04:43:28,2022,9,18,Su,261,5,43,28,54328,343,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663476508,2022-09-18T04:48:28,2022,9,18,Su,261,5,48,28,54828,348,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663476808,2022-09-18T04:53:28,2022,9,18,Su,261,5,53,28,55328,353,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663477108,2022-09-18T04:58:28,2022,9,18,Su,261,5,58,28,55828,358,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663477408,2022-09-18T05:03:28,2022,9,18,Su,261,6,3,28,60328,363,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1663477708,2022-09-18T05:08:28,2022,9,18,Su,261,6,8,28,60828,368,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663478008,2022-09-18T05:13:28,2022,9,18,Su,261,6,13,28,61328,373,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663478308,2022-09-18T05:18:28,2022,9,18,Su,261,6,18,28,61828,378,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663478608,2022-09-18T05:23:28,2022,9,18,Su,261,6,23,28,62328,383,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1663478908,2022-09-18T05:28:28,2022,9,18,Su,261,6,28,28,62828,388,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663479538,2022-09-18T05:38:58,2022,9,18,Su,261,6,38,58,63858,398,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1663479808,2022-09-18T05:43:28,2022,9,18,Su,261,6,43,28,64328,403,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663480108,2022-09-18T05:48:28,2022,9,18,Su,261,6,48,28,64828,408,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663480408,2022-09-18T05:53:28,2022,9,18,Su,261,6,53,28,65328,413,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663480711,2022-09-18T05:58:31,2022,9,18,Su,261,6,58,31,65831,418,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1663481008,2022-09-18T06:03:28,2022,9,18,Su,261,7,3,28,70328,423,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1663481308,2022-09-18T06:08:28,2022,9,18,Su,261,7,8,28,70828,428,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663481608,2022-09-18T06:13:28,2022,9,18,Su,261,7,13,28,71328,433,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663481908,2022-09-18T06:18:28,2022,9,18,Su,261,7,18,28,71828,438,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663482208,2022-09-18T06:23:28,2022,9,18,Su,261,7,23,28,72328,443,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663482509,2022-09-18T06:28:29,2022,9,18,Su,261,7,28,29,72829,448,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1663482808,2022-09-18T06:33:28,2022,9,18,Su,261,7,33,28,73328,453,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1663483108,2022-09-18T06:38:28,2022,9,18,Su,261,7,38,28,73828,458,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
