Time,UTC time,Year,Month,Day,Day of week text),Day of year,Hours,Min,Seconds,Time of the day hhminsec,Mins since midnight,Sensor nr,Long (deg),Lat (deg),Altitude (m),Traffic Flow (cars/min)
1662467311,2022-09-06T12:28:31,2022,9,6,Tu,249,13,28,31,132831,808,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662467611,2022-09-06T12:33:31,2022,9,6,Tu,249,13,33,31,133331,813,[SCC]1YMD2,-1.48421975,53.38098528,103.438,20
1662467911,2022-09-06T12:38:31,2022,9,6,Tu,249,13,38,31,133831,818,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662468211,2022-09-06T12:43:31,2022,9,6,Tu,249,13,43,31,134331,823,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662468511,2022-09-06T12:48:31,2022,9,6,Tu,249,13,48,31,134831,828,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662468812,2022-09-06T12:53:32,2022,9,6,Tu,249,13,53,32,135332,833,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662469113,2022-09-06T12:58:33,2022,9,6,Tu,249,13,58,33,135833,838,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662469412,2022-09-06T13:03:32,2022,9,6,Tu,249,14,3,32,140332,843,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662469711,2022-09-06T13:08:31,2022,9,6,Tu,249,14,8,31,140831,848,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662470011,2022-09-06T13:13:31,2022,9,6,Tu,249,14,13,31,141331,853,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662470311,2022-09-06T13:18:31,2022,9,6,Tu,249,14,18,31,141831,858,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662470611,2022-09-06T13:23:31,2022,9,6,Tu,249,14,23,31,142331,863,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662470911,2022-09-06T13:28:31,2022,9,6,Tu,249,14,28,31,142831,868,[SCC]1YMD2,-1.48421975,53.38098528,103.438,20
1662471211,2022-09-06T13:33:31,2022,9,6,Tu,249,14,33,31,143331,873,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662471511,2022-09-06T13:38:31,2022,9,6,Tu,249,14,38,31,143831,878,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662471811,2022-09-06T13:43:31,2022,9,6,Tu,249,14,43,31,144331,883,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662472111,2022-09-06T13:48:31,2022,9,6,Tu,249,14,48,31,144831,888,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662472410,2022-09-06T13:53:30,2022,9,6,Tu,249,14,53,30,145330,893,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662472713,2022-09-06T13:58:33,2022,9,6,Tu,249,14,58,33,145833,898,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662473011,2022-09-06T14:03:31,2022,9,6,Tu,249,15,3,31,150331,903,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662473311,2022-09-06T14:08:31,2022,9,6,Tu,249,15,8,31,150831,908,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662473610,2022-09-06T14:13:30,2022,9,6,Tu,249,15,13,30,151330,913,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662473911,2022-09-06T14:18:31,2022,9,6,Tu,249,15,18,31,151831,918,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662474211,2022-09-06T14:23:31,2022,9,6,Tu,249,15,23,31,152331,923,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662474511,2022-09-06T14:28:31,2022,9,6,Tu,249,15,28,31,152831,928,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662474811,2022-09-06T14:33:31,2022,9,6,Tu,249,15,33,31,153331,933,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662475111,2022-09-06T14:38:31,2022,9,6,Tu,249,15,38,31,153831,938,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662475411,2022-09-06T14:43:31,2022,9,6,Tu,249,15,43,31,154331,943,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662475711,2022-09-06T14:48:31,2022,9,6,Tu,249,15,48,31,154831,948,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662476011,2022-09-06T14:53:31,2022,9,6,Tu,249,15,53,31,155331,953,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662476314,2022-09-06T14:58:34,2022,9,6,Tu,249,15,58,34,155834,958,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662476611,2022-09-06T15:03:31,2022,9,6,Tu,249,16,3,31,160331,963,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662476911,2022-09-06T15:08:31,2022,9,6,Tu,249,16,8,31,160831,968,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662477211,2022-09-06T15:13:31,2022,9,6,Tu,249,16,13,31,161331,973,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662477511,2022-09-06T15:18:31,2022,9,6,Tu,249,16,18,31,161831,978,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662477811,2022-09-06T15:23:31,2022,9,6,Tu,249,16,23,31,162331,983,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662478111,2022-09-06T15:28:31,2022,9,6,Tu,249,16,28,31,162831,988,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662478411,2022-09-06T15:33:31,2022,9,6,Tu,249,16,33,31,163331,993,[SCC]1YMD2,-1.48421975,53.38098528,103.438,9.6
1662478711,2022-09-06T15:38:31,2022,9,6,Tu,249,16,38,31,163831,998,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662479011,2022-09-06T15:43:31,2022,9,6,Tu,249,16,43,31,164331,1003,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1662479311,2022-09-06T15:48:31,2022,9,6,Tu,249,16,48,31,164831,1008,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662479611,2022-09-06T15:53:31,2022,9,6,Tu,249,16,53,31,165331,1013,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662479913,2022-09-06T15:58:33,2022,9,6,Tu,249,16,58,33,165833,1018,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662480211,2022-09-06T16:03:31,2022,9,6,Tu,249,17,3,31,170331,1023,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662480511,2022-09-06T16:08:31,2022,9,6,Tu,249,17,8,31,170831,1028,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662480811,2022-09-06T16:13:31,2022,9,6,Tu,249,17,13,31,171331,1033,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662481111,2022-09-06T16:18:31,2022,9,6,Tu,249,17,18,31,171831,1038,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662481411,2022-09-06T16:23:31,2022,9,6,Tu,249,17,23,31,172331,1043,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662481711,2022-09-06T16:28:31,2022,9,6,Tu,249,17,28,31,172831,1048,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662482011,2022-09-06T16:33:31,2022,9,6,Tu,249,17,33,31,173331,1053,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662482311,2022-09-06T16:38:31,2022,9,6,Tu,249,17,38,31,173831,1058,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662482611,2022-09-06T16:43:31,2022,9,6,Tu,249,17,43,31,174331,1063,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662482911,2022-09-06T16:48:31,2022,9,6,Tu,249,17,48,31,174831,1068,[SCC]1YMD2,-1.48421975,53.38098528,103.438,18.4
1662483211,2022-09-06T16:53:31,2022,9,6,Tu,249,17,53,31,175331,1073,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662483514,2022-09-06T16:58:34,2022,9,6,Tu,249,17,58,34,175834,1078,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662483811,2022-09-06T17:03:31,2022,9,6,Tu,249,18,3,31,180331,1083,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662484111,2022-09-06T17:08:31,2022,9,6,Tu,249,18,8,31,180831,1088,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662484411,2022-09-06T17:13:31,2022,9,6,Tu,249,18,13,31,181331,1093,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662484711,2022-09-06T17:18:31,2022,9,6,Tu,249,18,18,31,181831,1098,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662485011,2022-09-06T17:23:31,2022,9,6,Tu,249,18,23,31,182331,1103,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662485311,2022-09-06T17:28:31,2022,9,6,Tu,249,18,28,31,182831,1108,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662485611,2022-09-06T17:33:31,2022,9,6,Tu,249,18,33,31,183331,1113,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662485911,2022-09-06T17:38:31,2022,9,6,Tu,249,18,38,31,183831,1118,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662486211,2022-09-06T17:43:31,2022,9,6,Tu,249,18,43,31,184331,1123,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1662486511,2022-09-06T17:48:31,2022,9,6,Tu,249,18,48,31,184831,1128,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662486811,2022-09-06T17:53:31,2022,9,6,Tu,249,18,53,31,185331,1133,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1662487113,2022-09-06T17:58:33,2022,9,6,Tu,249,18,58,33,185833,1138,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662487411,2022-09-06T18:03:31,2022,9,6,Tu,249,19,3,31,190331,1143,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662487711,2022-09-06T18:08:31,2022,9,6,Tu,249,19,8,31,190831,1148,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662488011,2022-09-06T18:13:31,2022,9,6,Tu,249,19,13,31,191331,1153,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662488311,2022-09-06T18:18:31,2022,9,6,Tu,249,19,18,31,191831,1158,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662488611,2022-09-06T18:23:31,2022,9,6,Tu,249,19,23,31,192331,1163,[SCC]1YMD2,-1.48421975,53.38098528,103.438,17.6
1662488911,2022-09-06T18:28:31,2022,9,6,Tu,249,19,28,31,192831,1168,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662489211,2022-09-06T18:33:31,2022,9,6,Tu,249,19,33,31,193331,1173,[SCC]1YMD2,-1.48421975,53.38098528,103.438,19.2
1662489511,2022-09-06T18:38:31,2022,9,6,Tu,249,19,38,31,193831,1178,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662489811,2022-09-06T18:43:31,2022,9,6,Tu,249,19,43,31,194331,1183,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662490111,2022-09-06T18:48:31,2022,9,6,Tu,249,19,48,31,194831,1188,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662490411,2022-09-06T18:53:31,2022,9,6,Tu,249,19,53,31,195331,1193,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662490712,2022-09-06T18:58:32,2022,9,6,Tu,249,19,58,32,195832,1198,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662491011,2022-09-06T19:03:31,2022,9,6,Tu,249,20,3,31,200331,1203,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1662491311,2022-09-06T19:08:31,2022,9,6,Tu,249,20,8,31,200831,1208,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662491611,2022-09-06T19:13:31,2022,9,6,Tu,249,20,13,31,201331,1213,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662491911,2022-09-06T19:18:31,2022,9,6,Tu,249,20,18,31,201831,1218,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16.8
1662492211,2022-09-06T19:23:31,2022,9,6,Tu,249,20,23,31,202331,1223,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662492511,2022-09-06T19:28:31,2022,9,6,Tu,249,20,28,31,202831,1228,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1662492811,2022-09-06T19:33:31,2022,9,6,Tu,249,20,33,31,203331,1233,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662493111,2022-09-06T19:38:31,2022,9,6,Tu,249,20,38,31,203831,1238,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662493411,2022-09-06T19:43:31,2022,9,6,Tu,249,20,43,31,204331,1243,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1662493711,2022-09-06T19:48:31,2022,9,6,Tu,249,20,48,31,204831,1248,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662494011,2022-09-06T19:53:31,2022,9,6,Tu,249,20,53,31,205331,1253,[SCC]1YMD2,-1.48421975,53.38098528,103.438,16
1662494312,2022-09-06T19:58:32,2022,9,6,Tu,249,20,58,32,205832,1258,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1662494611,2022-09-06T20:03:31,2022,9,6,Tu,249,21,3,31,210331,1263,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662494911,2022-09-06T20:08:31,2022,9,6,Tu,249,21,8,31,210831,1268,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1662495211,2022-09-06T20:13:31,2022,9,6,Tu,249,21,13,31,211331,1273,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1662495511,2022-09-06T20:18:31,2022,9,6,Tu,249,21,18,31,211831,1278,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662495811,2022-09-06T20:23:31,2022,9,6,Tu,249,21,23,31,212331,1283,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662496111,2022-09-06T20:28:31,2022,9,6,Tu,249,21,28,31,212831,1288,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1662496411,2022-09-06T20:33:31,2022,9,6,Tu,249,21,33,31,213331,1293,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1662496711,2022-09-06T20:38:31,2022,9,6,Tu,249,21,38,31,213831,1298,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1662497011,2022-09-06T20:43:31,2022,9,6,Tu,249,21,43,31,214331,1303,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12
1662497311,2022-09-06T20:48:31,2022,9,6,Tu,249,21,48,31,214831,1308,[SCC]1YMD2,-1.48421975,53.38098528,103.438,15.2
1662497611,2022-09-06T20:53:31,2022,9,6,Tu,249,21,53,31,215331,1313,[SCC]1YMD2,-1.48421975,53.38098528,103.438,12.8
1662497913,2022-09-06T20:58:33,2022,9,6,Tu,249,21,58,33,215833,1318,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662498211,2022-09-06T21:03:31,2022,9,6,Tu,249,22,3,31,220331,1323,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8.8
1662498511,2022-09-06T21:08:31,2022,9,6,Tu,249,22,8,31,220831,1328,[SCC]1YMD2,-1.48421975,53.38098528,103.438,13.6
1662498811,2022-09-06T21:13:31,2022,9,6,Tu,249,22,13,31,221331,1333,[SCC]1YMD2,-1.48421975,53.38098528,103.438,14.4
1662499111,2022-09-06T21:18:31,2022,9,6,Tu,249,22,18,31,221831,1338,[SCC]1YMD2,-1.48421975,53.38098528,103.438,11.2
1662499411,2022-09-06T21:23:31,2022,9,6,Tu,249,22,23,31,222331,1343,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1662499711,2022-09-06T21:28:31,2022,9,6,Tu,249,22,28,31,222831,1348,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1662500011,2022-09-06T21:33:31,2022,9,6,Tu,249,22,33,31,223331,1353,[SCC]1YMD2,-1.48421975,53.38098528,103.438,10.4
1662500311,2022-09-06T21:38:31,2022,9,6,Tu,249,22,38,31,223831,1358,[SCC]1YMD2,-1.48421975,53.38098528,103.438,9.6
1662500611,2022-09-06T21:43:31,2022,9,6,Tu,249,22,43,31,224331,1363,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1662500911,2022-09-06T21:48:31,2022,9,6,Tu,249,22,48,31,224831,1368,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1662501211,2022-09-06T21:53:31,2022,9,6,Tu,249,22,53,31,225331,1373,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1662501512,2022-09-06T21:58:32,2022,9,6,Tu,249,22,58,32,225832,1378,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1662501811,2022-09-06T22:03:31,2022,9,6,Tu,249,23,3,31,230331,1383,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1662502111,2022-09-06T22:08:31,2022,9,6,Tu,249,23,8,31,230831,1388,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1662502411,2022-09-06T22:13:31,2022,9,6,Tu,249,23,13,31,231331,1393,[SCC]1YMD2,-1.48421975,53.38098528,103.438,8
1662502711,2022-09-06T22:18:31,2022,9,6,Tu,249,23,18,31,231831,1398,[SCC]1YMD2,-1.48421975,53.38098528,103.438,7.2
1662503010,2022-09-06T22:23:30,2022,9,6,Tu,249,23,23,30,232330,1403,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1662503311,2022-09-06T22:28:31,2022,9,6,Tu,249,23,28,31,232831,1408,[SCC]1YMD2,-1.48421975,53.38098528,103.438,6.4
1662503611,2022-09-06T22:33:31,2022,9,6,Tu,249,23,33,31,233331,1413,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1662503911,2022-09-06T22:38:31,2022,9,6,Tu,249,23,38,31,233831,1418,[SCC]1YMD2,-1.48421975,53.38098528,103.438,5.6
1662504211,2022-09-06T22:43:31,2022,9,6,Tu,249,23,43,31,234331,1423,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1662504511,2022-09-06T22:48:31,2022,9,6,Tu,249,23,48,31,234831,1428,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1662504811,2022-09-06T22:53:31,2022,9,6,Tu,249,23,53,31,235331,1433,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662505116,2022-09-06T22:58:36,2022,9,6,Tu,249,23,58,36,235836,1438,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1662505710,2022-09-06T23:08:30,2022,9,7,We,250,0,8,30,830,8,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1662506010,2022-09-06T23:13:30,2022,9,7,We,250,0,13,30,1330,13,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662506310,2022-09-06T23:18:30,2022,9,7,We,250,0,18,30,1830,18,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4.8
1662506610,2022-09-06T23:23:30,2022,9,7,We,250,0,23,30,2330,23,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662506910,2022-09-06T23:28:30,2022,9,7,We,250,0,28,30,2830,28,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662507210,2022-09-06T23:33:30,2022,9,7,We,250,0,33,30,3330,33,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1662507510,2022-09-06T23:38:30,2022,9,7,We,250,0,38,30,3830,38,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662507810,2022-09-06T23:43:30,2022,9,7,We,250,0,43,30,4330,43,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662508110,2022-09-06T23:48:30,2022,9,7,We,250,0,48,30,4830,48,[SCC]1YMD2,-1.48421975,53.38098528,103.438,4
1662508410,2022-09-06T23:53:30,2022,9,7,We,250,0,53,30,5330,53,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662508711,2022-09-06T23:58:31,2022,9,7,We,250,0,58,31,5831,58,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662509010,2022-09-07T00:03:30,2022,9,7,We,250,1,3,30,10330,63,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662509310,2022-09-07T00:08:30,2022,9,7,We,250,1,8,30,10830,68,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662509610,2022-09-07T00:13:30,2022,9,7,We,250,1,13,30,11330,73,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662509910,2022-09-07T00:18:30,2022,9,7,We,250,1,18,30,11830,78,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662510210,2022-09-07T00:23:30,2022,9,7,We,250,1,23,30,12330,83,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662510510,2022-09-07T00:28:30,2022,9,7,We,250,1,28,30,12830,88,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662510810,2022-09-07T00:33:30,2022,9,7,We,250,1,33,30,13330,93,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662511110,2022-09-07T00:38:30,2022,9,7,We,250,1,38,30,13830,98,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662511410,2022-09-07T00:43:30,2022,9,7,We,250,1,43,30,14330,103,[SCC]1YMD2,-1.48421975,53.38098528,103.438,3.2
1662511710,2022-09-07T00:48:30,2022,9,7,We,250,1,48,30,14830,108,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662512010,2022-09-07T00:53:30,2022,9,7,We,250,1,53,30,15330,113,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662512311,2022-09-07T00:58:31,2022,9,7,We,250,1,58,31,15831,118,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662512610,2022-09-07T01:03:30,2022,9,7,We,250,2,3,30,20330,123,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662512910,2022-09-07T01:08:30,2022,9,7,We,250,2,8,30,20830,128,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662513210,2022-09-07T01:13:30,2022,9,7,We,250,2,13,30,21330,133,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662513510,2022-09-07T01:18:30,2022,9,7,We,250,2,18,30,21830,138,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662513810,2022-09-07T01:23:30,2022,9,7,We,250,2,23,30,22330,143,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0
1662514110,2022-09-07T01:28:30,2022,9,7,We,250,2,28,30,22830,148,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662514410,2022-09-07T01:33:30,2022,9,7,We,250,2,33,30,23330,153,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662514710,2022-09-07T01:38:30,2022,9,7,We,250,2,38,30,23830,158,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662515010,2022-09-07T01:43:30,2022,9,7,We,250,2,43,30,24330,163,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662515310,2022-09-07T01:48:30,2022,9,7,We,250,2,48,30,24830,168,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662515611,2022-09-07T01:53:31,2022,9,7,We,250,2,53,31,25331,173,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662515911,2022-09-07T01:58:31,2022,9,7,We,250,2,58,31,25831,178,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662516210,2022-09-07T02:03:30,2022,9,7,We,250,3,3,30,30330,183,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662516510,2022-09-07T02:08:30,2022,9,7,We,250,3,8,30,30830,188,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662516810,2022-09-07T02:13:30,2022,9,7,We,250,3,13,30,31330,193,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662517110,2022-09-07T02:18:30,2022,9,7,We,250,3,18,30,31830,198,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662517410,2022-09-07T02:23:30,2022,9,7,We,250,3,23,30,32330,203,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662517710,2022-09-07T02:28:30,2022,9,7,We,250,3,28,30,32830,208,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662518010,2022-09-07T02:33:30,2022,9,7,We,250,3,33,30,33330,213,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662518310,2022-09-07T02:38:30,2022,9,7,We,250,3,38,30,33830,218,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0
1662518610,2022-09-07T02:43:30,2022,9,7,We,250,3,43,30,34330,223,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662518910,2022-09-07T02:48:30,2022,9,7,We,250,3,48,30,34830,228,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662519210,2022-09-07T02:53:30,2022,9,7,We,250,3,53,30,35330,233,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662519511,2022-09-07T02:58:31,2022,9,7,We,250,3,58,31,35831,238,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662519810,2022-09-07T03:03:30,2022,9,7,We,250,4,3,30,40330,243,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662520110,2022-09-07T03:08:30,2022,9,7,We,250,4,8,30,40830,248,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662520410,2022-09-07T03:13:30,2022,9,7,We,250,4,13,30,41330,253,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662520710,2022-09-07T03:18:30,2022,9,7,We,250,4,18,30,41830,258,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662521010,2022-09-07T03:23:30,2022,9,7,We,250,4,23,30,42330,263,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662521310,2022-09-07T03:28:30,2022,9,7,We,250,4,28,30,42830,268,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662521610,2022-09-07T03:33:30,2022,9,7,We,250,4,33,30,43330,273,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662521910,2022-09-07T03:38:30,2022,9,7,We,250,4,38,30,43830,278,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662522210,2022-09-07T03:43:30,2022,9,7,We,250,4,43,30,44330,283,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662522510,2022-09-07T03:48:30,2022,9,7,We,250,4,48,30,44830,288,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662522810,2022-09-07T03:53:30,2022,9,7,We,250,4,53,30,45330,293,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662523111,2022-09-07T03:58:31,2022,9,7,We,250,4,58,31,45831,298,[SCC]1YMD2,-1.48421975,53.38098528,103.438,1.6
1662523410,2022-09-07T04:03:30,2022,9,7,We,250,5,3,30,50330,303,[SCC]1YMD2,-1.48421975,53.38098528,103.438,0.8
1662523710,2022-09-07T04:08:30,2022,9,7,We,250,5,8,30,50830,308,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
1662524010,2022-09-07T04:13:30,2022,9,7,We,250,5,13,30,51330,313,[SCC]1YMD2,-1.48421975,53.38098528,103.438,2.4
